item_id,user_id,rating,timestamp,title,brand,category,description
B000009QPI,A23QGP59CNRSWI,0,1383436800,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",Slayer,"['CDs & Vinyl', 'Metal', 'Pop Metal']",['Slayer ~ South Of Heaven']
B00000DFRS,A2NADXRZGP014J,1,1143763200,My Love Is Your Love,Whitney Houston,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['CD Album, 12', 'Rumors of a greatest-hits package had been flying, but as millions of converts held their breath, Whitney Houston headed into the studio only to emerge--amid a flurry of drama screaming ""diva"" (a live Web broadcast of the international press conference revealing the album, and a veil of secrecy shrouding the new material)--with her first nonsoundtrack album in eight years. So is it worth all the hype and hoopla? Probably. There are no real surprises (typical ballads such as ""You\'ll Never Stand Alone,"" obligatory writer-producer-singer cameos from <a href=""/exec/obidos/ts/artist-glance/70073/${0}"">Babyface</a>, <a href=""/exec/obidos/ts/artist-glance/71172/${0}"">Wyclef Jean</a>, <a href=""/exec/obidos/ts/artist-glance/73030/${0}"">Missy Elliott</a>, <a href=""/exec/obidos/ts/artist-glance/81659/${0}"">Faith Evans</a>, and <a href=""/exec/obidos/ts/artist-glance/154107/${0}"">Kelly Price</a>--this time in a worthy attempt to slot into the late-\'90s soul scene), but she does try to defend her marriage on the Elliott-produced ""In My Business."" Elliott\'s other effort, the slow-burning ""Oh Yes"" is a high point, but the hands-down driving force of this record is the multiplatinum, multi-octave power pairing of Houston with <a href=""/exec/obidos/ts/artist-glance/124493/${0}"">Mariah Carey</a> on ""When You Believe."" <I>--Rebecca Wallwork</I>']"
B00000DFRS,A3CPA0XGKNY9ZJ,1,925862400,My Love Is Your Love,Whitney Houston,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['CD Album, 12', 'Rumors of a greatest-hits package had been flying, but as millions of converts held their breath, Whitney Houston headed into the studio only to emerge--amid a flurry of drama screaming ""diva"" (a live Web broadcast of the international press conference revealing the album, and a veil of secrecy shrouding the new material)--with her first nonsoundtrack album in eight years. So is it worth all the hype and hoopla? Probably. There are no real surprises (typical ballads such as ""You\'ll Never Stand Alone,"" obligatory writer-producer-singer cameos from <a href=""/exec/obidos/ts/artist-glance/70073/${0}"">Babyface</a>, <a href=""/exec/obidos/ts/artist-glance/71172/${0}"">Wyclef Jean</a>, <a href=""/exec/obidos/ts/artist-glance/73030/${0}"">Missy Elliott</a>, <a href=""/exec/obidos/ts/artist-glance/81659/${0}"">Faith Evans</a>, and <a href=""/exec/obidos/ts/artist-glance/154107/${0}"">Kelly Price</a>--this time in a worthy attempt to slot into the late-\'90s soul scene), but she does try to defend her marriage on the Elliott-produced ""In My Business."" Elliott\'s other effort, the slow-burning ""Oh Yes"" is a high point, but the hands-down driving force of this record is the multiplatinum, multi-octave power pairing of Houston with <a href=""/exec/obidos/ts/artist-glance/124493/${0}"">Mariah Carey</a> on ""When You Believe."" <I>--Rebecca Wallwork</I>']"
B00000DG1R,A2N9CIXRV5BBKM,0,1415577600,Greatest,Duran Duran,"['CDs & Vinyl', 'World Music', 'Europe', 'British Isles', 'Britain']","[""Along with The Reflex; A View to a Kill; Wild Boys; Hungry Like the Wolf; Notorious; Union of the Snake , and more Top 10 hits, this retrospective contains five tracks that weren't on Decade , their previous anthology: New Moon on Monday; Ordinary World; Electric Barbarella; Serious , and Come Undone . 19 tracks in all."", 'While English pop monarchs Duran Duran have remained active for two decades, it\'s clear that the indomitable ensemble was at its peak during those mercurial \'80s. This greatest-hits collection documents the band\'s ambitious beginnings as a funky glam-rock outfit and follows its gradual transformation into a high-tech pop band with loads of commercial appeal. Featuring now-classic tunes like ""Girls on Film,"" ""Rio,"" and ""Planet Earth"" as well as more recent songs like ""Ordinary World,"" <i>Greatest</i> focuses on Duran Duran\'s unending string of hit singles. Although the young quintet that performs ""Hungry Like the Wolf"" and ""A View to a Kill"" has little in common with the posh, aging trio featured on 1997\'s ""Electric Barbarella,"" vocalist Simon Le Bon provides some impressive continuity to these proceedings. <i>--Mitch Myers</i>']"
B00000DQWG,A3R9HPWFF9QWSN,1,1456272000,Complete After Midnight Session,Nat King Cole,"['CDs & Vinyl', 'Pop', 'Oldies', 'Traditional Pop']",['Nat King Cole ~ Complete After Midnight Session']
B00000DQWG,A2NYK9KWFMJV4Y,1,1345852800,Complete After Midnight Session,Nat King Cole,"['CDs & Vinyl', 'Pop', 'Oldies', 'Traditional Pop']",['Nat King Cole ~ Complete After Midnight Session']
B00000DQWG,A1KGNXKJ9BWK9,1,1264118400,Complete After Midnight Session,Nat King Cole,"['CDs & Vinyl', 'Pop', 'Oldies', 'Traditional Pop']",['Nat King Cole ~ Complete After Midnight Session']
B00000F1D3,A1JMR6MVOIC38K,1,1182556800,Believe,Sonny & Cher,"['CDs & Vinyl', 'Dance & Electronic', 'Disco']","['Believe CD WARNER, 47121-2, 10 Track', 'Cher\'s recording career has long taken a back seat to her acting pursuits, but with <i>Believe</i> she\'s back with a vengeance as a throbbing disco diva. Although no fewer than five producers with dance pedigrees are along for the project (including Todd Terry, Junior Vasquez of Madonna fame, and Rob Dickins, who helped resurrect Rod Stewart\'s ailing career), this is by no means a dance album in the \'90s trip-hop sense of the term. Rather, it\'s a tour de force that summons mid-\'70s images of strobe-lighted dance floors, sequined miniskirts, and writhing bodies. In ""Power,"" Cher wails, ""Ain\'t nothing changed much through the years."" Not a bad thing in this case, since Cher\'s star was still rising in the steamy \'70s and \'80s with a string of hits that included the disco gem ""Take Me Home"" and the haunting ""If I Could Turn Back Time."" Although not blessed with much vocal range, Cher knows how to work a song with her trademark sultry, slightly ironic delivery. And she\'s certainly in fine form on the masterful title track, which is marred only by the intrusive, anachronistic wah-wah vocal effect. <i>--Jaan Uhelszki</i>']"
B00000F1D3,AKRX88EIKCHXU,1,1163462400,Believe,Sonny & Cher,"['CDs & Vinyl', 'Dance & Electronic', 'Disco']","['Believe CD WARNER, 47121-2, 10 Track', 'Cher\'s recording career has long taken a back seat to her acting pursuits, but with <i>Believe</i> she\'s back with a vengeance as a throbbing disco diva. Although no fewer than five producers with dance pedigrees are along for the project (including Todd Terry, Junior Vasquez of Madonna fame, and Rob Dickins, who helped resurrect Rod Stewart\'s ailing career), this is by no means a dance album in the \'90s trip-hop sense of the term. Rather, it\'s a tour de force that summons mid-\'70s images of strobe-lighted dance floors, sequined miniskirts, and writhing bodies. In ""Power,"" Cher wails, ""Ain\'t nothing changed much through the years."" Not a bad thing in this case, since Cher\'s star was still rising in the steamy \'70s and \'80s with a string of hits that included the disco gem ""Take Me Home"" and the haunting ""If I Could Turn Back Time."" Although not blessed with much vocal range, Cher knows how to work a song with her trademark sultry, slightly ironic delivery. And she\'s certainly in fine form on the masterful title track, which is marred only by the intrusive, anachronistic wah-wah vocal effect. <i>--Jaan Uhelszki</i>']"
B00000FC5H,A2NADXRZGP014J,1,1114473600,Greatest Hits,"Earth, Wind & Fire","['CDs & Vinyl', 'R&B', 'Funk']","[""For the first time ever-all of their biggest hits on a single CD! Seven of these are #1 R&B hits: Let's Groove; Serpentine Fire; Sing a Song; Getaway; Shining Star; September , and Got to Get You into My Life . Their best ballads, grooves, pop and R&B hits-17 EWF essentials in all, newly remastered to sound better than ever!"", 'It\'s the most complete single-disc collection of EWF chart rockers, and <I>Greatest Hits</I>\' splendid remastering makes one of the major exponents of \'70s funk positivity sound sparkling. From the driving ""Shining Star"" to the syncopated mastery of ""September"" and ""Boogie Wonderland"" to the slow-jam heaven of ""After the Love Is Gone,"" this is a reminder of what made the group so special. <I>--Rickey Wright</I>']"
B00000I7VO,AQ8DU6XVA3USJ,1,1107129600,Beethoven: Triple Concerto / Brahms: Double Concerto,Johannes Brahms,"['CDs & Vinyl', 'Classical', 'Forms & Genres', 'Concertos']","['Among the concertos of <a href=""/exec/obidos/tg/browse/-/8931/${0}"">Beethoven</a> and <a href=""/exec/obidos/tg/feature/-/27938/${0}"">Brahms</a>, these two have always been stepchildren. One reason is their extreme difficulty; both composers were pianists, so Beethoven wrote an idiomatic part only for the piano. Brahms\'s friend Joseph Joachim offered advice for the violin concerto, but not for the Double Concerto, which was written as a peace offering after a falling-out. The Beethoven Triple Concerto demands utmost virtuosity, as well as intimate teamwork among the soloists, and that is exactly what these three supreme masters of their instruments bring to it. Free--indeed unaware--of technical problems, they give it a joyful, sparkling lightness. The piano ripples, the cello sings gorgeously, the violin soars ecstatically, the tone is intoxicatingly beautiful. The Finale is wistful, charming, lyrical, gently humorous; the ending is a big joke, with the cello and piano rumbling in the bass, while the violin whistles forlornly in the dark until they all join together. The Brahms is grand, majestic, dreamy, radiant, triumphant; the slow movement warm as dark velvet, the Finale genial and relaxed. Though the orchestra never covers the soloists, it explodes in the tutti passages, especially in the Beethoven, so you might keep a finger on the volume control. <I>--Edith Eisler</I>']"
B00000I8KE,A1JMR6MVOIC38K,1,1104883200,If I Could Turn Back Time: Cher's Greatest Hits,Sonny & Cher,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['Cher ~ If I Could Turn Back Time: Cher', 'As a singer, Cher\'s a terrific <a href=""/exec/obidos/ASIN/630428635X/${0}"">actress</a>. With her suspect pitch and piercing tone, she gives the impression that she couldn\'t carry a tune if it were tattooed to her butt. Still, she\'s revived her musical career almost as often as <a href=""/exec/obidos/ts/artist-glance/34108/${0}"">Sinatra</a> did his, scoring 18 Top 10 hits since her mid-\'60s days <a href=""/exec/obidos/ts/artist-glance/124920/${0}"">with Sonny Bono</a>. The retrospective <I>If I Could Turn Back Time</I> arrives in the wake of Cher\'s No. 1 single ""Believe."" True to its title, it walks through her early-\'90s to late-\'80s power-ballad period (""Just Like Jesse James,"" ""We All Sleep Alone"") to her 1979 disco hit ""Take Me Home,"" the tragicomic concoctions ""Half Breed"" and ""Gypsys, Tramps, and Thieves"" and, finally, the original ""I Got You Babe."" One almost dreads asking: Can a box set be far behind? <I>--Rickey Wright</I>']"
B00000IALH,AAQMHLS8BN9YJ,1,1074729600,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",TLC,"['CDs & Vinyl', 'Pop', 'Dance Pop']",[]
B00000ICN9,AMYW43AHO16SS,1,999561600,In Step Remastered,Stevie Ray Vaughan,"['CDs & Vinyl', 'Blues', 'Regional Blues', 'Texas Blues']","['Remaster of 1989 album + 5 bonus tracks', '<i>In Step</i> embraces blues and rock without compromising the primal joys of either. This is Stevie Ray Vaughan\'s best studio album and the first he recorded sober. ""Travis Walk"" offers a heady rush of flat-picking, ""The House is Rockin\'"" is full-tilt roots-boogie, ""Let Me Love You Baby"" and ""Leave My Girl Alone"" are sweet blues epiphanies, and the nine-minute instrumental ""Riviera Paradise"" is a truly soulful mix of blues and jazz. By now, just a year before his untimely death, Vaughan had also tamed his bawling voice into a rich instrument. In short, this 1989 session is Vaughan at his artistic peak. And the four compelling live performances added to this reissue--""The House Is Rockin\',"" ""Let Me Love You Baby,"" ""Texas Flood,"" and ""Life Without You,"" all from the <i>In Step</i> tour--prove there was no studio trickery involved. It\'s raw blues-rock perfection. <i>--Ted Drozdowski</i>']"
B00000IFWE,A14NOY3K9QSSM2,1,1453334400,Echo,Tom Petty,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","[""1999 album, certified gold, featuring 15 tracks including the hit 'Room At The Top'. Warner Bros."", 'Just a few bars into song 1, ""Room at the Top,"" and you know you\'re in the capable hands of a master songwriter. A mellow chorus wafts by, whispered in Petty\'s patented Byrdsian drawl, and the song seems to tick-tock to a stop. But storming over the top is a riff from guitarist Mike Campbell. Another chorus and you <i>know</i> there\'s a bridge creeping up. Petty, in a gesture that\'s both droll and dynamic, mutters ""Hit it"" to announce it. The proceedings slow again, then Campbell\'s gears start grinding again, and there\'s a grand crescendo that is, if you\'ll pardon the pun, heartbreakingly wicked. Then Petty murmurs a deep, resonate ""No-oh"" in a broken, brilliantly understated way that\'s rock & roll perfect! If you understand the alchemist genius that transmutes such humble metal into gold, you\'re ready to curl up with 14 songs of near-similar standing. Petty and the Heartbreakers have succeeded in making an album that\'s stunning in its simplicity yet as carefully ornate and wondrous as a stained-glass window. Indeed, <i>renaissance</i> might be an appropriate tag for the reborn Petty, except that he\'s never really gone away. Like that ""Room at the Top"" bridge, he\'s always been lurking around the corner, waiting to surprise you when the time is right. <I>--Tom Lanham</I>']"
B00000IOOE,A3IM5IGE0JCLHO,0,962236800,Millennium,Backstreet Boys,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['For their hard-core under-18 fans, of course, the Backstreet Boys are all that, and a bag of chips and free soda to boot. Millennium, the follow-up to the quintet\'s umpteen-million-selling debut, offers more reasons why so many of the rest of us have found a place for them in our hearts. The Boys\' ultrapackaged look and up-to-date production underscore the quality of their best tracks; only a churl could deny that ""I Want It That Way"" is one fine radio-aimed declaration of love, or that ""Larger Than Life"" makes the most of its Daft Punk sample and double-edged acknowledgment of Backstreet followers\' loyalty. And who can resist an album-closer like ""The Perfect Fan,"" Brian Littrell\'s ode to his mom? --Rickey Wright', 'For their hard-core under-18 fans, of course, the Backstreet Boys are all that, and a bag of chips and free soda to boot. <I>Millennium</I>, the follow-up to the quintet\'s umpteen-million-selling debut, offers more reasons why so many of the rest of us have found a place for them in our hearts. The Boys\' ultrapackaged look and up-to-date production underscore the quality of their best tracks; only a churl could deny that ""I Want It That Way"" is one fine radio-aimed declaration of love, or that ""Larger Than Life"" makes the most of its <a href=""/exec/obidos/ts/artist-glance/42127/${0}"">Daft Punk</a> sample and double-edged acknowledgment of Backstreet followers\' loyalty. And who can resist an album-closer like ""The Perfect Fan,"" Brian Littrell\'s ode to his mom? <I>--Rickey Wright</I>']"
B00000J7S8,A2NYK9KWFMJV4Y,1,1426291200,When I Look in Your Eyes,Diana Krall,"['CDs & Vinyl', 'Pop', 'Oldies', 'Traditional Pop']",['Cd > Popular Music > Rock & Pop']
B00000J7S8,A1KGNXKJ9BWK9,1,1202083200,When I Look in Your Eyes,Diana Krall,"['CDs & Vinyl', 'Pop', 'Oldies', 'Traditional Pop']",['Cd > Popular Music > Rock & Pop']
B00000J7S8,A27E8WBZPYJX87,1,967075200,When I Look in Your Eyes,Diana Krall,"['CDs & Vinyl', 'Pop', 'Oldies', 'Traditional Pop']",['Cd > Popular Music > Rock & Pop']
B00000J7SU,A2NYK9KWFMJV4Y,1,1368230400,Someday My Prince Will Come,Miles Davis,"['CDs & Vinyl', 'Broadway & Vocalists', 'Cabaret']",['DAVIS MILES']
B00000J2PH,A2HXYN2R7W1UQW,1,1334534400,Tapestry,Carole King,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","[""Her now-legendary album <i>Tapestry </i> is a must-have component for any '70s rock era collector."", 'Carole King was famous as a writer of girl-group hits in the \'60s. In 1971, she became more famous. That\'s the year <i>Tapestry</i> became one of the biggest-selling LPs of all time. It\'s easy to hear why--the music is loose, earthy, L.A. session-pop. King is casual, intimate, and tough; she covers all the emotional ground of the post-liberated woman with ease. She brings adult nuance to ""Will You Still Love Me Tomorrow?"" and comes up with hits (""It\'s Too Late,"" ""I Feel the Earth Move"") whose white-soul realism and maturity put pop hits to shame. <i>--Steve Tignor --This text refers to an out of print or unavailable edition of this title.</i>']"
B00000J2PH,A1JMR6MVOIC38K,1,1206403200,Tapestry,Carole King,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","[""Her now-legendary album <i>Tapestry </i> is a must-have component for any '70s rock era collector."", 'Carole King was famous as a writer of girl-group hits in the \'60s. In 1971, she became more famous. That\'s the year <i>Tapestry</i> became one of the biggest-selling LPs of all time. It\'s easy to hear why--the music is loose, earthy, L.A. session-pop. King is casual, intimate, and tough; she covers all the emotional ground of the post-liberated woman with ease. She brings adult nuance to ""Will You Still Love Me Tomorrow?"" and comes up with hits (""It\'s Too Late,"" ""I Feel the Earth Move"") whose white-soul realism and maturity put pop hits to shame. <i>--Steve Tignor --This text refers to an out of print or unavailable edition of this title.</i>']"
B00000J7SO,A14NOY3K9QSSM2,1,1484179200,Street Legal,Bob Dylan,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']",[]
B00000JNO1,AS0E6PGMNN680,1,1489104000,Nuthin' Fancy,Lynyrd Skynyrd,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","['A humble title, a smashing success-their #9 album from 1975! Saturday Night Special is, of course, a Skynyrd staple, and the rest of the album captures the original band in their prime. This remastered reissue adds new liners, new photos and two previously unreleased live bonus tracks ( Railroad Song; On the Hunt ) from the tour that followed the original release!']"
B00000JY9M,AAQMHLS8BN9YJ,1,1074038400,Christina Aguilera,Christina Aguilera,"['CDs & Vinyl', 'Latin Music', 'Latin Pop']","['Includes 5x5 Year 2000 Christina Calendar.', 'Like fellow former Mickey Mouse clubber Britney Spears, Christina Aguilera kicks off her debut album with a teen-lust nugget--in this case, the No. 1 single ""Genie in a Bottle""--that the rest of the disc can\'t possibly live up to. Aguilera has a strong voice, but patterns herself after iffy role models such as <a href=""/exec/obidos/ts/artist-glance/30043/${0}"">Whitney Houston</a> and <a href=""/exec/obidos/ts/artist-glance/124493/${0}"">Mariah Carey</a>. Aside from ""Genie,"" most of this music is straight from the cookie cutter, like the less than successfully sultry ""When You Put Your Hands on Me"" and the <a href=""/exec/obidos/ASIN/6305229449/${0}""><i>Mulan</i></a> ballad showpiece ""Reflection."" In chart terms, though, there\'ll be no stopping her--at least for a while. <I>--Rickey Wright</I>']"
B000023VR6,A2ENSVE94K8BW4,1,956448000,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",Dr. Dre,"['CDs & Vinyl', 'Rap & Hip-Hop', 'Gangsta & Hardcore']","['CD', 'Despite the number of guests on hand, Dr. Dre\'s decade-/century-/millennium-ending sequel to <a href=""/exec/obidos/ASIN/B000003AEQ/${0}""><i>The Chronic</i></a> is, like its predecessor, less a stack of posse cuts and more an elegantly seamless work from West Coast hip-hop\'s premier auteur. Deliberately cinematic in everything from its mix of moods to dramatic musical surges, <I>2001</I> is Dre\'s assessment of the gangsta life in medium shots. No longer fully immersed in violence and random sex, yet aware of their attraction, he often lets his guests blow steam about whatever\'s on their minds. When he takes stock of gangbanging circa late \'99, though, he drops his neutral tone; he even provides another half-joking but stern warning to prot&eacute;g&eacute; <a href=""/exec/obidos/ts/artist-glance/174574/${0}"">Eminem</a> on ""What\'s the Difference."" Between his discovery of Slim Shady, visits from old pal <a href=""/exec/obidos/ts/artist-glance/66072/${0}"">Snoop Dogg</a>, and, most of all, the masterful sound and flow of this CD, Dre should shut down all talk of his supposed irrelevance. <I>--Rickey Wright</I>']"
B00002MVRP,A2HXYN2R7W1UQW,0,1330214400,All The Way...A Decade of Song,Celine Dion,"['CDs & Vinyl', 'World Music', 'North America']",['DION CELINE ALL THE WAY...A DECADE OF SONG']
B00002MZ4W,A3FWHXSZSTKFIU,0,952560000,When The Pawn,Fiona Apple,"['CDs & Vinyl', 'Alternative Rock', 'Indie & Lo-Fi', 'Indie Rock']","['FIONA APPLE', 'Fiona Apple, what a character. Between the softcore video, the awards show rebuke, and now for her second album concocting history\'s most ludicrous title (the full thing runs 90 words long), Apple is earning a rep as a world-class oddball. Which may be the case. In contrast to many of her faux eccentric contemporaries, however, this wolf in waif\'s clothing seems to be genuinely astray in the straight world. And Apple is the real thing in another way--as a talent. <i>When the Pawn Hits</i> picks up where her eye-opening debut, <i><a href=""/exec/obidos/ASIN/B000002BE9/${0}"">Tidal</a></i>, left off. With Jon Brion back in the producer\'s seat, the twosome concoct a heady, keyboard-heavy soundscape that perfectly complements the singer\'s assertive, dangerously sexy <a href=""/exec/obidos/ts/artist-glance/145775/${0}"">Nina Simone</a>-meets-<a href=""/exec/obidos/ts/artist-glance/157338/${0}"">Chrissie Hynde</a> delivery. Unforeseen embellishments color the arrangements, including the sinister carnival interlude in ""On the Bound,"" the <a href=""/exec/obidos/ts/artist-glance/156933/${0}"">George Harrison</a>-like guitar in ""Mistake,"" and the drum solo (when\'s the last time you heard one of those on a pop album?) in ""Limp."" All Brion\'s enhancements are in service of Apple, who comes through with preternaturally confident expressions of insecure sentiments (""Change my mind, I can\'t decide, there\'s too many variations to consider"") and cold-eyed accounts of recrimination and self-recrimination. Cohesive, gutsy, and finely honed, <i>When the Pawn Hits</i> pummels any notions of a sophomore slump for 1996\'s most promising newcomer. A character, yes, but what an artist, too! <i>--Steven Stolder</i>']"
B00002MZ1X,A3CPA0XGKNY9ZJ,0,943401600,Rainbow,Mariah Carey,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['Mariah Carey ~ Rainbow', '<I>Rainbow</I>, Mariah Carey\'s seventh studio long-player, is something like a concept album. Its theme is the various stages of the ""emotional roller coaster,"" as she puts it, of her divorce and subsequent rebound. Carey continues to walk the line between streetwise hip-hop soul and adult-contemporary acceptability, with the former not surprisingly offering most of the disc\'s high points. ""Heartbreaker,"" the first single, is a likeable piece of bubble-gum R&B with grit borrowed from guest <a href=""/exec/obidos/ts/artist-glance/69727/${0}"">Jay-Z</a>; the remix, with <a href=""/exec/obidos/ts/artist-glance/73030/${0}"">Missy Elliott</a>, <a href=""/exec/obidos/ts/artist-glance/70370/${0}"">Da Brat</a>, and <a href=""/exec/obidos/ts/artist-glance/173414/${0}"">DJ Clue</a> on board, is a different enough piece of work that its appearance only a few cuts after the original version doesn\'t jar. Another groove-intensive track, the <a href=""/exec/obidos/ts/artist-glance/66072/${0}"">Snoop Dogg</a> duet ""Crybaby,"" is so sly that one hopes the two collaborate again. Of course, it wouldn\'t be a Mariah record without at least one major lapse in taste; here that bill is filled with a cover of <a href=""/exec/obidos/ts/artist-glance/73089/${0}"">Phil Collins</a>\'s melodramatic ""Against All Odds."" <I>--Rickey Wright</I>']"
B00003003R,A2FIHHDKKEYT0Z,1,981676800,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",Guns N' Roses,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","['GUNS N ROSES THE BEST OF - LIVE ERA 87 - 93 (2CD)', 'Guns N\' Roses\' career could be neatly summed up in a lyric from their song ""Pretty Tied Up"": ""I just found a million dollars that someone else forgot."" Indeed, GNR satisfied a grassroots public hunger for bigger-than-life hard rock at a time when legions of alternative bands were enjoying their first burst of overweening critical attention and commercial cachet. The last and most spectacularly successful band to prosper from Hollywood\'s burgeoning 1980s Sunset Strip glam-metal scene wrapped a couple decade\'s worth of sometimes tired clichs around a tight, assaultive musical attack that enticed millions yearning for poor role models. And if their edgy songs often blurred fantasy and reality, the best of them had a street-level honesty that couldn\'t be denied. A de facto greatest-hits collection culled from performances recorded around the world, <i>Live Era</i> best documents the early, ferocious performing prime of GNR\'s original quintet on its first disc, leaning heavily on their landmark <i><a href=""/exec/obidos/ASIN/B000000OQF/${0}"">Appetite for Destruction</a></i> album to great effect. But the second volume often chronicles the band\'s steady decline into bloated self-parody and neo-Vegas ""professionalism."" This band needs a horn section like <a href=""/exec/obidos/ts/artist-glance/45256/${0}"">Slash</a> needs another drink! <I>--Jerry McCulley</I>']"
B00003002E,A16MJQLJDFO4M6,0,1251763200,Steppenwolf: All Time Greatest Hits,Steppenwolf,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","[""The 18 tracks you need from the ultimate biker band! Includes Born to Be Wild; Magic Carpet Ride; Sookie Sookie; The Pusher; Monster/Suicide/America; Rock Me; It's Never Too Late; Move Over; Hey Lawdy Mama , and more.""]"
B00004HYM1,AAQMHLS8BN9YJ,0,1073692800,Infinite Possibilities,Amel Larrieux,"['CDs & Vinyl', 'R&B', 'Neo-Soul']","['Infinite Possibilities by Amel Larrieux', ""<i>When sold by Amazon.com, this product will be manufactured on demand using CD-R recordable media. Amazon.com's standard return policy will apply.</i>"", 'Amel Larrieux, formerly of mellow duo <a href=""/exec/obidos/ts/artist-glance/70566/${0}"">Groove Theory</a>, unleashes her wholesome musical and personal aspirations on her ear-catching solo debut, <i>Infinite Possibilities</i>. A fusion of hip-hop, groovy R&B, jazz, and Middle Eastern and African rhythms overlaid with the singer\'s soulful vocal meanderings, the album resonates with the influences of <a href=""/exec/obidos/ts/artist-glance/69934/${0}"">Sade</a>, <a href=""/exec/obidos/ASIN/B000001A6N/${0}""><i>Innervisions</i></a>-era Stevie Wonder, and <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a>. All the while thoughtful and respectful to God, Larrieux\'s good-girl vibes are made less ordinary with a multilayered, proficient musical backdrop that deepens with each listen. The single ""Get Up"" reels the listener in with atmospheric synth notes and Larrieux\'s beguiling vocals, which spiral into a jazzy tone poem to close the track. ""Sweet Misery"" is another tune bolstered by her heartfelt vocal expressions, and ""Infinite Possibilities"" conveys the title\'s meaning as it builds to its climax of overlapping vocal rounds, dreamy keyboards, reverberating guitar chords, and plugging bass. ""Down"" is a striking funked-up variation on the piano-bar diva\'s usual melancholy mood. While not as gutsy as such contemporaries as <a href=""/exec/obidos/ts/artist-glance/183508/${0}"">Macy Gray</a> and <a href=""/exec/obidos/ts/artist-glance/162134/${0}"">Angie Stone</a>, Larrieux\'s vision for a modern, world-beat-savvy sound gains significance the longer it stays in the player. <i>--Rebecca Robinson</i>']"
B00004HYM1,A3FWHXSZSTKFIU,1,951955200,Infinite Possibilities,Amel Larrieux,"['CDs & Vinyl', 'R&B', 'Neo-Soul']","['Infinite Possibilities by Amel Larrieux', ""<i>When sold by Amazon.com, this product will be manufactured on demand using CD-R recordable media. Amazon.com's standard return policy will apply.</i>"", 'Amel Larrieux, formerly of mellow duo <a href=""/exec/obidos/ts/artist-glance/70566/${0}"">Groove Theory</a>, unleashes her wholesome musical and personal aspirations on her ear-catching solo debut, <i>Infinite Possibilities</i>. A fusion of hip-hop, groovy R&B, jazz, and Middle Eastern and African rhythms overlaid with the singer\'s soulful vocal meanderings, the album resonates with the influences of <a href=""/exec/obidos/ts/artist-glance/69934/${0}"">Sade</a>, <a href=""/exec/obidos/ASIN/B000001A6N/${0}""><i>Innervisions</i></a>-era Stevie Wonder, and <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a>. All the while thoughtful and respectful to God, Larrieux\'s good-girl vibes are made less ordinary with a multilayered, proficient musical backdrop that deepens with each listen. The single ""Get Up"" reels the listener in with atmospheric synth notes and Larrieux\'s beguiling vocals, which spiral into a jazzy tone poem to close the track. ""Sweet Misery"" is another tune bolstered by her heartfelt vocal expressions, and ""Infinite Possibilities"" conveys the title\'s meaning as it builds to its climax of overlapping vocal rounds, dreamy keyboards, reverberating guitar chords, and plugging bass. ""Down"" is a striking funked-up variation on the piano-bar diva\'s usual melancholy mood. While not as gutsy as such contemporaries as <a href=""/exec/obidos/ts/artist-glance/183508/${0}"">Macy Gray</a> and <a href=""/exec/obidos/ts/artist-glance/162134/${0}"">Angie Stone</a>, Larrieux\'s vision for a modern, world-beat-savvy sound gains significance the longer it stays in the player. <i>--Rebecca Robinson</i>']"
